Column1;Column2
;Street Name
97th Ave;24003
W 118th St;24003
Ralph Ave;23961
NB SOUNDVIEW AVE @ B;23954
SB BAISLEY BLVD @ 16;23940
Waverly Ave;23877
SB PROSPECT PARK SOU;23870
120th St;23856
CONEY ISLAND AVE (S/;23849
5th St;23772
W 144th St;23772
WB JAMAICA AVE @ 224;23730
E 1st St;23709
64th Rd;23688
W 96th St;23688
Crotona Ave;23653
Bronx Blvd;23646
East Ave;23604
EB KINGS HIGHWAY @ E;23590
Seneca Ave;23590
EB SURF AVE @ W 12TH;23576
Berry St;23555
Cornelia St;23548
E 168th St;23548
W 91st St;23548
E 110th St;23457
E 184th St;23450
W 75th St;23443
Wallabout St;23443
W 119th St;23429
32nd Ave;23408
Elmhurst Ave;23359
51st Ave;23338
NB 8TH AVE @ 1ST ST;23317
Blake Ave;23310
Hull Ave;23254
EB WOODROW RD @ POWE;23219
Maiden Ln;23212
SB OCEAN AVE @ AVE V;23212
Wall St;23177
Courtlandt Ave;23135
SB NORTHERN BLVD @ B;23135
W 127th St;23135
W 66th St;23135
146th St;23121
70th Ave;23114
W 105th St;23100
N 3rd St;23086
NB 3RD AVE @ E 16TH;23058
SB 111TH ST @ 91ST A;23058
SB BRONX PARK E @ MA;23037
NB SHORE RD @ 71ST S;22953
NB 3RD AVE @ E 52ND;22939
Chrystie St;22904
NB 3RD AVE @ 53RD ST;22904
1st St;22848
NB NOSTRAND AVE @ SH;22820
BROADWAY (S/B) @ SHE;22806
W 113th St;22806
EB LEVERETT AVE @ EL;22799
3rd St;22771
W 108th St;22764
E 174th St;22750
114th St;22701
Schermerhorn St;22680
Nagle Ave;22673
SB OCEAN PKWY @ AVEN;22652
NB QUEENS BLVD @ 87T;22575
Sutter Ave;22540
SB TODT HILL RD @ HE;22365
GRAND CONCOURSE;22274
WB AVE P @ E 17TH ST;22267
EB PEARL ST @ PECK S;22260
Woodbine St;22246
W Kingsbridge Rd;22218
Reade St;22197
NB 1ST AVE @ E 39TH;22155
W 129th St;22148
Albee Sq;22141
Bryant Ave;22141
Perry Ave;22106
EB MERRICK BLVD @ RI;22050
WB ROCKAWAY FWY @ B;22029
EB BRONXDALE AVE @ B;22022
82nd Ave;21959
SB 4TH AVE @ 13TH ST;21945
REMSEN AVE (N/B) @ L;21931
W 90th St;21917
NB 1ST AVE @ E 84TH;21910
King St;21861
NB MILL AVE @ AVE U;21854
W 207th St;21854
EB 58TH AVE @ 185TH;21847
New Dorp Ln;21840
KINGS HWY (N/B) @ BE;21784
72nd Ave;21742
SB 65TH ST @ W 2ND S;21735
W 69th St;21735
Glenwood Rd;21721
W 123rd St;21651
Kingston Ave;21637
Lawrence St;21616
SB 4TH AVE @ 72ND ST;21602
SB HYLAN BLVD @ FING;21588
Brook Ave;21567
NB BEDFORD AVE @ CLY;21567
SB BAILEY AVE @ W 22;21567
15th Ave;21560
NB RIVERSIDE DR @ W;21539
Steinway Lot #1;21539
W 63rd St;21518
SB ROCKAWAY PKWY @ A;21497
GRAND CONCOURSE (S/B;21448
NB 4TH AVE @ BAY RID;21441
EB LAFAYETTE AVE @ M;21399
South End Ave;21371
50th Ave;21350
WB CLARENDON RD @ E;21308
72nd Rd;21301
W 117th St;21280
46th Ave;21238
W 177th St;21210
Bailey Ave;21196
W 85th St;21196
Onderdonk Ave;21182
EB BRUCKNER BLVD @ B;21119
SB 3RD AVE @ 3RD ST;21112
NB SHARROTT AVE @ BE;21014
NB LEFFERTS BLVD @ S;20993
EB BARTOW AVE @ ELY;20944
41st Rd;20916
Avenue Z;20902
Albany Ave;20888
Adelphi St;20881
E 119th St;20853
SB BROOKVILLE BLVD @;20846
11th St;20811
Seaview Ave;20797
Pelham Pkwy S;20790
Baltic St;20762
Barclay Ave;20762
NB EASTCHESTER RD @;20755
EB CLARENDON RD @ E;20748
EB ATLANTIC AVE @ 85;20741
Columbia St;20734
Mac Dougal St;20699
Stillwell Ave;20671
E 165th St;20657
Bedford Park Blvd;20643
Clarkson Ave;20615
W 141st St;20601
NB COLLEGE POINT BLV;20594
Riverdale Ave;20587
101st St;20580
EB VICTORY BLVD @ ME;20580
Charlton St;20566
Prospect Park West;20545
SEAGIRT BLVD (W/B) @;20531
WB ATLANTIC AVE @ PR;20510
Union Ave;20482
S 5th St;20454
NB 164TH ST @ 71ST A;20412
EB HYLAN BLVD @ CUNN;20398
NB 3RD AVE @ E 66TH;20328
Caton Ave;20293
Pulaski St;20286
Morningside Ave;20258
EB NORTHERN BLVD @ 6;20195
Morton St;20195
8th St;20181
Flatlands Ave;20174
W 64th St;20160
Lenox Rd;20153
12TH AVE (S/B) @ 34T;20125
S 1st St;20111
Linden St;19922
Bronxwood Ave;19908
111th St;19887
Quincy St;19880
Burke Ave;19845
SB STILLWELL AVE @ W;19831
SB BOSTON RD @ E 173;19796
Havemeyer St;19768
W 122nd St;19754
E 111th St;19726
139th St;19684
EB GUYON AVE @ ACORN;19684
WEST ST (S/B) @ W HO;19663
Beverley Rd;19656
Wyckoff St;19607
W 84th St;19593
Maple Ave;19572
W 174th St;19572
W 131st St;19565
Newkirk Ave;19558
EB BAY RIDGE PKWY @;19551
Harman St;19516
Teller Ave;19509
25th Ave;19502
Port Richmond Ave;19502
Kent St;19474
E 118th St;19453
WB SEAVIEW AVE @ E 1;19446
Shore Rd;19439
Livonia Ave;19432
SB PARK AVE @ CLAY A;19432
NB BEDFORD PARK BLVD;19411
W 190th St;19411
NB KINGS HWY @ AVE N;19390
Washington Pl;19390
64th Ave;19355
NB SHORE RD @ 83RD S;19334
WB W 57TH ST @ 10TH;19334
NB BAY PKWY @ STILLW;19327
BROOKLYN BRIDGE PARK;19320
EB BRADDOCK AVE @ 22;19313
W 143rd St;19306
WB CULLMAN AVE @ 252;19292
Francis Lewis Blvd;19278
W Fordham Rd;19278
Barrow St;19208
Brooklyn Ave;19208
WESTCHESTER AVE;19187
Jefferson St;19152
Metropolitan Oval;19152
SB W 6TH ST @ AVE T;19152
Hoffman St;19124
W 79th St;19103
EB 58TH AVE @ 196TH;19096
116th St;19089
WB COLLEGE AVE @ LOC;19089
E 101st St;19075
E 156th St;19061
W 88th St;19047
E 100th St;19012
NB 164TH ST @ 82ND R;18984
Wilson Ave;18984
44th Dr;18963
Bathgate Ave;18963
Carpenter Ave;18956
W 138th St;18942
CLARKSON AVE;18914
E 189th St;18914
Dumont Ave;18893
NB HUDSON ST @ GROVE;18893
SB MORNINGSTAR RD @;18837
William St;18823
Campus Rd;18809
Van Siclen Ave;18802
Center Blvd;18781
Penn Plz;18774
WHITE PLAINS ROAD;18760
115th St;18746
113th St;18732
Andrews Ave;18732
Ditmas Ave;18725
SB BAY PKWY @ 60TH S;18718
W 104th St;18697
SB BROADWAY @ BARCLA;18613
WHITE PLAINS RD;18578
107th St;18571
MCDONALD AVE (N/B) @;18557
WEST ST (S/B) @ 14TH;18550
19th St;18543
SB WOOLLEY AVE @ DAW;18543
W Tremont Ave;18487
Norfolk St;18417
169th St;18410
Taylor Ave;18410
W 94th St;18403
SB MCGUINNESS BLVD @;18396
E 153rd St;18389
Bowne St;18375
Longfellow Ave;18375
W 179th St;18347
121st St;18340
Yellowstone Blvd;18340
RICHMOND RD (W/B) @;18291
Woodhaven Blvd;18284
Wyckoff Ave;18235
EB UNION TRPK @ CROS;18214
NB 4TH AVE @ 99TH ST;18200
Beach Ave;18151
EB EASTERN PKWY @ TR;18151
College Ave;18144
Nevins St;18137
EB LINDEN BLVD @ O'D;18116
Christopher St;18109
SEAGIRT BLVD (E/B) @;18102
Bronx River Ave;18088
SB NOSTRAND AVE @ EA;18067
EB E 14TH ST @ AVE C;18039
WB E 14 St@ 1 Ave;18018
W 135th St;18011
Schenectady Ave;17969
68th Ave;17948
RICHMOND RD (E/B) @;17948
E 166th St;17920
147th St;17885
E 151st St;17864
Fulton Ave;17857
WB AVE H @ TROY AVE;17843
SB RICHMOND AVE @ TR;17780
CROSS BRONX EXPWY (W;17752
NB ARLENE ST @ SOMME;17738
Matthews Ave;17731
Leroy St;17710
NB LIBERTY AVE @ PRI;17696
WB CHURCH AVE @ STRA;17689
EB E 125TH ST @ 5TH;17675
EB E 161ST ST @ MELR;17633
NB S RAILROAD AVE @;17612
E 163rd St;17605
SB CENTRAL PARK W @;17605
Crown St;17598
Crosby Ave;17570
WB W 145TH ST @ ADAM;17556
EB ATLANTIC AVE @ 11;17479
Howard St;17479
Kingsbridge Ter;17472
NB METCALF AVE @ LAF;17458
109th St;17416
Baychester Ave;17402
E 108th St;17388
CROSSBAY BLVD (S/B);17381
WB W 125TH ST @ ADAM;17381
Briggs Ave;17346
E 109th St;17339
WB UNION TPKE @ COMM;17325
69th Ave;17318
Elder Ave;17304
Montgomery St;17297
Sheepshead Bay Rd;17283
SB KINGS HWY @ NEW Y;17276
Leland Ave;17262
John St;17220
SB BROOKLYN AVE @ ST;17220
St Anns Ave;17206
159th St;17178
Rockaway Beach Blvd;17164
W 121st St;17157
Pleasant Ave;17143
SB ROCKAWAY PKWY @ S;17143
NB 69TH ST @ 53RD RD;17115
NB MORNINGSTAR RD @;17115
E 99th St;17094
S 8th St;17094
ALLERTON AVE (W/B) @;17087
W 172nd St;17073
LINDEN BLVD (E/B) @;17066
Stanhope St;17059
W 89th St;17059
NB BOSTON RD @ ELY A;17052
VAN WYCK EXP SVC RD;17045
Newtown Rd;17038
NB MADISON AVE @ E 1;17017
Avenue O;17010
Macon St;16954
W 93rd St;16954
Boynton Ave;16947
Marcus Garvey Blvd;16947
WHITESTONE EXPWY SVC;16947
NB NOSTRAND AVE @ AV;16919
Bethune St;16912
Dahill Rd;16912
Pennsylvania Ave;16912
Springfield Blvd;16842
EB NEREID AVE @ BULL;16821
Hylan Blvd;16821
White St;16807
W 147th St;16800
E 190th St;16793
Stratford Ave;16793
W 107th St;16786
Other-See Comments;16758
W 140th St;16744
Vandalia Ave;16737
NB BAY PKWY @ 63RD S;16709
Tompkins Ave;16674
CLASSON AVE (N/B) @;16660
NB 10TH AVE @ W 201S;16660
Throop Ave;16660
SB 2ND AVE @ E 28TH;16639
Morrison Ave;16625
123rd St;16618
N 11th St;16611
SB E 56TH ST @ AVE N;16604
55th Ave;16597
EB 60TH ST @ 13TH AV;16590
Albemarle Rd;16583
FULTON ST;16583
Bath Ave;16548
3RD AVE;16541
Van Wyck Expy;16541
EB BRIELLE AVE @ SUF;16499
NB ROSEDALE AVE @ BR;16492
SB RICHMOND RD @ VEN;16485
SB BROADWAY @ MANHAT;16464
Bay Ridge Pky;16450
Hutchinson River Pky;16450
SB BEDFORD AVE @ AVE;16450
117th St;16429
Seaman Ave;16429
124th St;16408
Howard Ave;16394
Himrod St;16387
WB CENTRAL AVE @ B 9;16387
EB 28TH AVE @ 210TH;16380
Webb Ave;16380
Hoe Ave;16373
SB MARCUS GARVEY BLV;16359
W 128th St;16359
19th Ave;16345
17th Ave;16331
EB TILLARY ST @ JAY;16324
W 183rd St;16324
St Nicholas Ter;16289
Powers St;16268
Scholes St;16261
SB 71ST AVE @ LOUBET;16226
Palmetto St;16219
Clark St;16170
Lincoln Ave;16135
78th Ave;16128
EB DEPPE PL @ WILLOW;16114
Avenue H;16107
Great Jones St;16100
84th Dr;16093
E 176th St;16093
WB 86TH ST @ 17TH AV;16093
WB E 163RD ST @ UNIO;16093
WB NEPTUNE AVE @ OCE;16086
Winthrop St;16079
EB W HOUSTON ST @ TH;16065
Troutman St;16058
75th Ave;16037
Booth St;16030
Rockwell Pl;16016
W 149th St;16002
Bank St;15995
Colden St;15995
SB UTICA AVE @ SNYDE;15988
W 151st St;15988
Barker Ave;15974
Westchester Sq;15974
SB RICHMOND AVE @ GE;15960
Rutgers St;15946
SB MARATHON PKWY @ 5;15932
W 133rd St;15932
W 176th St;15932
138th St;15918
Menahan St;15918
Degraw St;15904
EB ATLANTIC AVE @ RO;15904
Rutledge St;15876
SB JAY ST @ JOHNSON;15876
Paulding Ave;15848
Johnson Ave;15841
W 170th St;15820
3 AVE;15799
Townsend Ave;15799
NB WINCHESTER BLVD @;15785
W 171st St;15750
Snyder Ave;15729
WB HYLAN BLVD @ CHEL;15722
Haven Ave;15701
SB STILLWELL AVE @ A;15666
Harrison Ave;15652
EB ASTORIA BLVD @ 10;15631
WEBSTER AVE;15631
Westminster Rd;15617
EB JEWEL AVE @ 113TH;15610
SB 94TH ST @ 24TH AV;15582
FMCP;15568
SUNRISE HWY (W/B) @;15561
W 146th St;15533
S 3rd St;15526
MADISON AVE;15519
Cropsey Ave;15512
WB NEWPORT AVE @ B 1;15505
East End Ave;15491
SB CROSBY AVE @ BAIS;15470
NB MALCOLM X BLVD /;15456
126th St;15449
Meserole St;15449
56th Ave;15428
EB BAISLEY BLVD @ 16;15421
W Burnside Ave;15414
Avenue I;15400
Vermont St;15393
83rd Ave;15386
EB 63RD RD @ 108TH S;15379
Battery Pl;15351
EB AVE P @ W 9TH ST;15344
Olmstead Ave;15344
4th St;15337
EB E FORDHAM RD @ BA;15337
SB REMSEN AVE @ RUTL;15323
WB HILLSIDE AVE @ 20;15288
NB MARCY AVE @ HALSE;15281
NB 14TH AVE @ 49TH S;15260
SB FARMERS BLVD @ 11;15260
EB E 222ND ST @ BARN;15232
Beach Channel Dr;15204
Cedar St;15204
106th St;15162
CLOVE RD (S/B) @ CHE;15162
EB HYLAN BLVD @ TYSE;15134
NB HYLAN BLVD @ DUMO;15127
SB 108TH ST @ HORACE;15127
Avenue T;15078
EB AVE P @ E 18TH ST;15078
60th Ln;15071
SB 4TH AVE @ 54TH ST;15050
Gold St;15022
WB NORTHERN BLVD @ 6;15022
87th Ave;14980
Clifton Pl;14980
NB LACONIA AVE @ E 2;14973
SB E TREMONT AVE @ S;14973
134th St;14952
NB 26TH AVE @ HARWAY;14945
MCDONALD AVE (S/B) @;14938
West Ave;14938
Stanley Ave;14903
BRIGHTON BEACH AVE;14896
W 59th St;14889
Cross Bronx Expy;14875
Neptune Ave;14826
L.I.E. N. SVC ROAD (;14798
EB NORTHERN BLVD @ 7;14791
W 187th St;14791
Avenue W;14784
WB GUYON AVE @ WHITE;14784
Stockholm St;14770
EB SHORE BLVD @ GIRA;14756
Marlborough Rd;14721
W 173rd St;14707
E 125th St;14700
EB VAN CORTLANDT PAR;14679
EB 73RD AVE @ 153RD;14672
EB COLLEGE AVE @ NEA;14658
NB UTICA AVE @ AVE J;14658
W 175th St;14651
Liberty St;14630
NB E TREMONT AVE @ C;14623
E 42nd St;14609
KINGS HWY (E/B) @ NO;14609
66th Ave;14602
SB ARMSTRONG AVE @ A;14595
2ND AVE (S/B) @ E HO;14588
W 130th St;14574
Kosciusko St;14518
EB JAMAICA AVE @ 222;14504
NOSTRAND AVE;14483
Stratford Rd;14483
NB HUGUENOT AVE @ SI;14469
FOREST AVE (W/B) @ S;14455
NB 10TH AVE @ W 54TH;14455
NB UTICA AVE @ SNYDE;14455
Findlay Ave;14448
NB BROADWAY @ W 155T;14448
86th Ave;14441
Weirfield St;14427
NB UTICA AVE @ LENOX;14420
WB FLATLANDS AVE @ W;14329
WB FLUSHING AVE @ HA;14322
27th Ave;14315
CHURCH AVE;14315
Central Park South;14287
Wortman Ave;14273
Duane St;14266
W 150th St;14252
W 62nd St;14252
Grant Ave;14245
Jackson St;14238
E 161st St;14203
Crotona Park;14168
Java St;14161
Ovington Ave;14147
NB BRONXWOOD AVE @ E;14140
W 60th St;14133
N 8th St;14126
Melrose Ave;14119
JAMAICA AVE;14112
Whitney Ave;14112
SB 48TH ST @ 50TH AV;14105
SB KINGS HWY @ AVE J;14098
Starr St;14077
Pitt St;14070
EB 73RD AVE @ 175TH;14028
WB WILLOWBROOK RD @;14028
WB PRESIDENT ST @ AL;13993
Autumn Ave;13986
Watson Ave;13986
Crescent Ave;13958
WB KINGS HWY @ E 24T;13958
E 126th St;13937
WB HILLSIDE AVE @ PA;13930
105th St;13909
SB 9TH AVE @ W 28TH;13895
125th St;13853
Reservoir Ave;13853
SB BELL BLVD @ 75TH;13825
65th Ave;13790
NB TARGEE ST @ DEKAL;13783
Purdy St;13783
SB RIVERSIDE DR @ W;13755
Metrotech Ctr;13727
NB MAIN ST @ REEVES;13727
Clarendon Rd;13706
213th St;13678
Castleton Ave;13678
Rockaway Ave;13678
W 152nd St;13664
EB HARDING AVE @ CAL;13650
W 204th St;13650
Rutland Rd;13629
EB LAFAYETTE AVE @ B;13615
Walworth St;13608
WB NORTHERN BLVD @ M;13587
E 173rd St;13538
WB QUEENS BLVD @ 70T;13524
W 80th St;13510
Irving Ave;13489
National St;13475
NB MAIN ST @ 75TH AV;13468
W 139th St;13468
Elm Pl;13461
EB PELHAM PKWY S @ T;13454
Argyle Rd;13447
W 102nd St;13447
BAY PKWY (S/B) @ 65T;13426
LEXINGTON AVE;13426
WB PACIFIC ST @ CLAS;13412
67th Rd;13398
168th Pl;13391
77th Ave;13391
NB 11TH AVE @ W 38TH;13384
S Elliott Pl;13377
EB 115TH AVE @ 220TH;13370
NB TOMPKINS AVE @ TO;13370
Freeman St;13349
NB 1ST AVE @ E 106TH;13328
7th St;13293
Brighton Beach Lot;13293
Kew Gardens Rd;13293
Saratoga Ave;13286
OCEAN PKWY (N/B) @ S;13265
WB EMMONS AVE @ COYL;13237
62nd Dr;13223
44th Ave;13202
St Raymonds Ave;13195
W 148th St;13181
NB POWELL ST @ SUTTE;13174
W 7th St;13160
Avenue S;13153
EB COOPER AVE @ 79TH;13146
NB PARK AVE S @ E 23;13146
SB BRONX PARK EAST @;13118
85th Ave;13097
E 164th St;13097
WB COOPER AVE @ 69TH;13090
130th Ave;13069
Nelson Ave;13034
SB PARSONS BLVD @ 25;13013
EB QUEENS BLVD @ GRA;12999
NB BROADWAY @ W 196T;12999
6th St;12978
W 137th St;12978
E 196th St;12957
EB UNION TPKE @ MAIN;12950
W 184th St;12950
E 135th St;12943
SB WHITE PLAINS RD @;12929
EB SLATER BLVD @ LAC;12908
EB WEST FORDHAM ROAD;12887
SB LEFFERTS BLVD @ S;12887
Heath Ave;12873
107th Ave;12866
NB UTICA AVE @ LINDE;12866
MCDONALD AVE;12845
127th St;12838
N 10th St;12817
SB LEONARD ST @ BOER;12817
Avenue V;12810
Bradhurst Ave;12810
Hinsdale St;12810
VICTORY BLVD (W/B) @;12796
NB ALLEN ST @ E HOUS;12789
EB ALLERTON AVE @ LU;12782
Cabrini Blvd;12768
Rugby Rd;12761
New Jersey Ave;12740
Underhill Ave;12740
COURT ST;12677
Fountain Ave;12663
SB 2ND AVE @ E 76TH;12649
EB E 241ST ST @ MATI;12642
WB LAFAYETTE AVE @ H;12614
82nd Rd;12572
W 6th St;12530
W 182nd St;12523
62nd Ave;12516
Thieriot Ave;12516
Rosedale Ave;12502
NB FRESH POND RD @ 5;12488
India St;12474
Martense St;12467
EB FLATLANDS AVE @ W;12460
Nassau St;12460
E 225th St;12425
Cumberland St;12418
CLOVE RD (N/B) @ CHE;12397
15th St;12383
E 103rd St;12376
Macombs Rd;12355
Shore Front Pky;12355
E 211th St;12348
Ithaca St;12348
WB 56TH AVE @ 226TH;12341
NB 20TH AVE @ 27TH S;12327
Sackett St;12327
WB 155TH AVE @ 88TH;12320
NB THROOP AVE @ DEKA;12313
SB AMSTERDAM AVE @ W;12313
18th St;12306
Cherry Ave;12306
Devoe St;12299
NB STRICKLAND AVE @;12292
W 65th St;12285
Loring Ave;12271
SB 10 ST @ CANNON BL;12243
BAY ST (S/B) @ HANNA;12229
W 160th St;12222
NB MORNINGSIDE AVE @;12215
W 164th St;12215
NB MADISON AVE @ E 8;12208
E 148th St;12201
Moore St;12187
W Farms Rd;12180
E 205th St;12173
Claremont Ave;12159
Georgia Ave;12152
NB WEBSTER AVE @ E 2;12138
Bedford St;12131
Van Buren St;12110
NB ADAM C POWELL JR;12103
NB FARMERS BLVD @ 11;12096
SB OCEAN AVE @ QUENT;12096
EB HILLSIDE AVE @ 20;12082
Van Nest Ave;12082
Randall Ave;12075
EB ORIENTAL BLVD @ H;12068
ALLERTON AVE (E/B) @;12026
Tilden Ave;12019
NB UTICA AVE @ BEVER;12005
1st Pl;11998
WB VAN CORTLANDT PAR;11984
NB RICHMOND AVE @ SA;11942
NB HUNTS POINT AVE @;11921
WB ROCKAWAY BLVD @ 1;11921
Buhre Ave;11914
EB SUTTER AVE @ N CO;11914
ATLANTIC AVE;11893
S 2nd St;11893
W 154th St;11893
ROCKAWAY BLVD (E/B);11886
ROCKAWAY BLVD (S/B);11886
Woodward Ave;11886
SB 14TH AVE @ BENSON;11879
86TH ST (E/B) @ 7TH;11865
5TH AVE;11837
Elton Ave;11802
SB Utica Avenue @ Av;11802
Eagle St;11781
Noble St;11739
54th Ave;11732
Norman Ave;11725
CASTLE HILL AVE;11711
EB 35TH AVE @ 212TH;11711
Melrose St;11711
Ridge Blvd;11704
WB BRONXDALE AVE @ W;11697
NB ROGERS AVE @ LENO;11683
ROCKAWAY BLVD (N/B);11683
W 153rd St;11683
16th St;11676
Nassau Ave;11648
Vernon Ave;11641
EB ATLANTIC AVE @ PL;11620
Varet St;11620
W 163rd St;11613
Grandview Ave;11606
Beekman St;11599
Harlem River Dr;11599
SB W 17TH ST @ MERMA;11592
E 175th St;11585
W 61st St;11578
Cooper Sq;11564
W 78th St;11557
E 222nd St;11550
Bronxdale Ave;11543
NB JEWETT AVE @ MAIN;11543
Suydam St;11529
Trinity Ave;11522
20th St;11501
FLATBUSH AVE EXTENSI;11494
E 221st St;11459
Park Ln South;11459
WB W 14TH STREET @ 8;11459
Charles St;11445
Chauncey St;11445
CHRYSTIE ST (N/B) @;11438
Viele Ave;11438
68th Rd;11424
172nd St;11403
Butler St;11403
Catalpa Ave;11403
Whitehall St;11403
Manor Ave;11396
26th Ave;11389
Einstein Loop;11382
Loring Pl;11382
SB CRESCENT ST @ 33R;11382
Carmine St;11375
WB COZINE AVE @ WARW;11333
Wetherole St;11333
Cadman Plaza West;11326
SB 2ND AVE @ 49TH ST;11312
Sheffield Ave;11312
63rd Ave;11305
WB 156TH AVE @ BRIDG;11305
W 169th St;11298
WB ATLANTIC AVE @ 11;11277
Ainslie St;11256
Matthewson Rd;11256
Jewel Ave;11249
NB COMMONWEATLH BLVD;11249
Plymouth St;11242
Woodruff Ave;11221
SB SARATOGA AVE @ MA;11214
Lefferts Ave;11207
W 162nd St;11207
5TH AVENUE;11200
NB UTICA AVE @ AVE L;11193
SB RICHMOND RD @ NAR;11193
WB 137TH AVE @ 170TH;11193
NB Nostrand Avenue @;11186
Snediker Ave;11186
WB ATLANTIC AVE @ LO;11186
E 194th St;11179
EB BEDELL ST @ 130TH;11172
30th Dr;11144
76th Rd;11144
EB KINGS HWY @ E 23R;11144
73rd Ave;11130
EB LINDEN BLVD @ LOU;11130
NB EUCLID AVE @ BLAK;11130
W 136th St;11130
Bennett Ave;11109
Ryer Ave;11109
SB BROADWAY @ HOWARD;11102
3RD AVENUE;11088
GUN HILL RD (E/B) @;11060
WB BAISLEY BLVD @ 16;11060
Tinton Ave;11025
WB 58TH AVE @ 186TH;11018
Union Hall St;10997
Riverside Blvd;10983
WB SUNRISE HWY @ FRA;10983
93rd Ave;10976
NB GOULDEN AVE @ BED;10955
37th Rd;10941
N 9th St;10941
Stanwix St;10941
Baxter Ave;10913
Fox St;10906
RANDALLS ISLAND;10892
WB 160TH AVE @ 88TH;10892
Laight St;10885
WB E TREMONT AVE @ T;10885
Alabama Ave;10878
GUN HILL ROAD (W/B);10878
76th Ave;10871
SB AVE U @ PEARSON S;10871
S 9th St;10864
W 82nd St;10864
Commerce Ave;10857
Post Ave;10857
FLATBUSH AVE;10843
W 5th St;10843
NB 10TH AVE @ W 22ND;10836
Catherine St;10829
SB BAY PKWY @ 76TH S;10815
Morningside Dr;10801
WB NEREID AVE @ RICH;10801
Attorney St;10794
143rd St;10780
Colgate Ave;10780
WB 65TH ST @ 21ST AV;10780
WB HYLAN BLVD @ LUTE;10752
Wyona St;10738
130th St;10731
EB 155TH AVE @ 86TH;10710
EB CLARKSON AVE @ E;10710
WB HYLAN BLVD @ PETE;10703
Hanson Pl;10696
SB SCHENECTADY AVE @;10689
SB VARICK ST @ KING;10689
SB 46TH ST @ 25TH AV;10675
WEBSTER AVENUE;10661
SB STEINWAY ST @ 21S;10647
135th St;10626
River Ter;10626
Aqueduct Ave;10619
EB NEWPORT AVE @ B 1;10619
SB JEROME AVE @ E 16;10619
Laconia Ave;10591
Elbertson St;10584
Glenmore Ave;10584
Intervale Ave;10584
SB 2ND AVE @ E 66TH;10584
WB HILLSIDE AVE @ 14;10584
5 AVENUE;10563
Godwin Ter;10563
SB E 16TH ST @ QUENT;10563
EB CO-OP CITY BLVD @;10556
Hone Ave;10556
EB 56TH AVE @ 94TH S;10535
18 AVE;10521
8TH AVE;10514
Fairview Ave;10514
St James Pl;10500
Garfield Pl;10458
S Portland Ave;10451
3 AVENUE;10444
Cross Bronx Expy Svc;10444
E 129th St;10423
JAMAICA AVE (E/B) @;10423
Thomas S Boyland St;10423
42nd Rd;10409
87th Rd;10409
67th Dr;10402
Newbold Ave;10402
Bayside Lot;10388
170th St;10381
WESTCHESTER AVENUE;10360
Suffolk St;10346
E 206th St;10339
SB ST PAULS AVE @ SW;10339
New Lots Ave;10332
Hanover Sq;10325
109th Ave;10318
Euclid Ave;10318
NB W KINGSBRIDGE RD;10318
McGuinness Blvd;10304
OCEAN PKWY (S/B) @ A;10297
SB 3RD AVE @ 59TH ST;10290
SB MAIN ST @ SANFORD;10290
NB OCEAN AVE @ QUENT;10283
Summerfield St;10269
MacDonough St;10262
Taaffe Pl;10262
Gallatin Pl;10234
WB SYCAMORE ST @ RET;10234
Penn St;10213
E 171st St;10199
NB E 108TH ST @ GLEN;10199
Heyward St;10192
EB W 145TH ST @ ADAM;10178
NB ROGERS AVE @ EAST;10178
Berkeley Pl;10171
EB 73RD AVE @ 198TH;10171
W 238th St;10150
65th Pl;10143
SB CASTLE HILL AVE @;10143
Brighton 6th St;10136
Gansevoort St;10129
Homecrest Ave;10115
68th Dr;10101
7TH AVENUE;10094
EB E 233RD ST @ EDEN;10087
Highland Ave;10087
Clarkson St;10080
Zerega Ave;10073
5 AVE;10066
E 208th St;10066
E 233rd St;10066
Arnow Ave;10059
PELHAM PKWY (E/B) @;10059
Starling Ave;10059
EB GRAND AVE @ 56TH;10038
Baxter St;10031
CROPSEY AVE (W/B) @;10031
157th St;10010
BOSTON RD (N/B) @ PE;9982
NB PARSONS BLVD @ GO;9968
33rd Ave;9961
EB RICHMOND RD @ DEL;9947
W 68th St;9947
Seigel St;9940
VICTORY BLVD (E/B) @;9933
175th St;9926
Halleck St;9919
NB FRONT ST @ WATER;9919
Grand Central Pky;9898
JEROME AVE;9898
Ditmars Lot #1;9891
Adee Ave;9884
E 213th St;9863
WB AVE R @ BURNETT S;9863
44th Rd;9849
Avenue Y;9828
SB MIDLAND PKWY @ WE;9828
Netherland Ave;9821
Williams Ave;9800
SB FATHER CAPODANNO;9793
168th St;9786
Green St;9786
WB PROSPECT AVE @ JA;9786
Colden Ave;9779
EB W 23RD ST @ 9TH A;9779
